 Source Target COS_dist SCM_dist WMD_dist COS_sim SCM_sim WMD_sim MSI_I MSI_X SourceFile TargetFile Linked?
30 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GroundstationConnector.java 0.1335392213972164 0.8664607786027836 0.6625038683414459 0.33749613 1.076918107943995 0.4814826334149163 3.773557262275185 1.3866235995561975 RE-616.txt GroundstationConnector.java 1
38 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/WriteDispatcher.java 0.1511443268966927 0.8488556731033072 0.6786337792873383 0.32136622 1.1019445898554434 0.4757499340497709 3.4182958340544896 1.369895090630202 RE-616.txt WriteDispatcher.java 1
86 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ReadDispatcher.java 0.1192966024091782 0.8807033975908217 0.569483757019043 0.43051624 1.004764388752379 0.498811733493694 3.875 1.390625375837791 RE-616.txt ReadDispatcher.java 1
122 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DispatchQueueManager.java 0.1270792729993951 0.8729207270006049 0.63597571849823 0.36402428 1.053255219835871 0.4870315148060046 3.9698157824268097 1.3940979755711045 RE-616.txt DispatchQueueManager.java 1
144 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneFlightStateManager.java 0.2092317497157164 0.7907682502842835 0.8577475398778915 0.14225246 1.1701064974054571 0.4608068780014175 3.4182958340544896 1.369895090630202 RE-616.txt DroneFlightStateManager.java 1
164 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/AbstractDroneCommand.java 0.1636602405188962 0.8363397594811037 0.7417841255664825 0.25821587 1.079093465051965 0.4809788577614551 3.169925001442312 1.3594000115384994 RE-616.txt AbstractDroneCommand.java 1
183 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.1468206612938299 0.85317933870617 0.7466292381286621 0.25337076 1.1350510534117062 0.4683728749258943 3.2776134368191157 1.3618978811135465 RE-616.txt PhysicalDrone.java 1
238 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDroneFleetFactory.java 0.198664112540124 0.8013358874598759 0.8039804100990295 0.19601959 1.1328560807595442 0.4688548885323214 2.9139770731827523 1.3356231683419402 RE-574.txt PhysicalDroneFleetFactory.java 1
367 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.1730583650533833 0.8269416349466167 0.7306661307811737 0.26933387 1.118747996669131 0.4719768474457996 2.9139770731827523 1.3356231683419402 RE-574.txt PhysicalDrone.java 1
384 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightZoneManager2.java 0.1776439965815196 0.8223560034184804 0.7055951058864594 0.2944049 1.0626204928161198 0.4848201612865236 3.5585186130489057 1.3730602943991017 RE-549.txt FlightZoneManager2.java 1
508 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PlanPoolManager.java 0.1713594179684643 0.8286405820315357 0.5705277621746063 0.42947224 0.994003708097072 0.5015035809308125 3.326360407952694 1.3613423273394762 RE-549.txt PlanPoolManager.java 1
555 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java 0.1630131077303575 0.8369868922696425 0.7747035324573517 0.22529647 1.125680978124641 0.4704374787613893 3.392747410448785 1.3672090515720434 RE-80.txt VirtualDrone.java 1
651 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SoloDirector.java 0.1314140790561505 0.8685859209438495 0.5650216042995453 0.4349784 0.99993632124482 0.5000159201956841 3.5 1.372578305734497 RE-80.txt SoloDirector.java 1
679 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ManagedDrone.java 0.1525693287756754 0.8474306712243246 0.7067887783050537 0.29321122 1.1110047309115307 0.4737080809706194 4.1757358691004915 1.3994587888643195 RE-80.txt ManagedDrone.java 1
735 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.1564950216198558 0.8435049783801442 0.747448056936264 0.25255194 1.0964831363382508 0.4769892887126271 3.640223928941852 1.3797477693995934 RE-80.txt PhysicalDrone.java 1
776 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-589.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DronologyConstants.java 0.2813784826019445 0.7186215173980555 0.9573022797703744 0.04269772 1.227595805756018 0.4489144742578704 1.0 1.0 RE-589.txt DronologyConstants.java 1
923 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-576.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java 0.1450005393539833 0.8549994606460166 0.6375587284564972 0.36244127 1.0455769491702611 0.4888596346403032 3.75 1.3846096858033592 RE-576.txt VirtualDrone.java 1
983 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-576.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDroneFleetFactory.java 0.1805993552595954 0.8194006447404045 0.7364727556705475 0.26352724 1.0656944181533567 0.4840987085078913 3.5068905956085183 1.3728719392429896 RE-576.txt VirtualDroneFleetFactory.java 1
1182 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-628.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/AbstractFileTransmitServerService.java 0.2462062931817517 0.7537937068182483 0.8779903799295425 0.12200962 1.1949046067062026 0.4556006657167011 1.9219280948873625 1.2148067842293933 RE-628.txt AbstractFileTransmitServerService.java 1
1201 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-628.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightRouteplanningService.java 0.2008382817583286 0.7991617182416714 0.7297037243843079 0.27029628 1.0449356508440968 0.4890129425770566 2.5 1.2968140217166515 RE-628.txt FlightRouteplanningService.java 1
1288 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FullMissionPlan.java 0.1216328654880855 0.8783671345119145 0.4121747016906738 0.5878253 0.9077565692151192 0.5241758912728659 3.238901256602631 1.3579502728384498 RE-759.txt FullMissionPlan.java 1
1289 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/JSONMissionPlanReader.java 0.1825687150243585 0.8174312849756414 0.5825580358505249 0.41744196 0.9926102778427818 0.5018542818531526 2.9139770731827523 1.3356231683419402 RE-759.txt JSONMissionPlanReader.java 1
1290 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ServiceIds.java 0.2652606003343141 0.7347393996656859 0.8674836754798889 0.13251632 1.1656779225817997 0.4617491777391608 2.235926350629033 1.2653331222512114 RE-759.txt ServiceIds.java 1
1292 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskList.java 0.2355944298816435 0.7644055701183564 0.8330751657485962 0.16692483 1.142783811213633 0.4666826372155661 1.9182958340544891 1.2183406773511978 RE-759.txt TaskList.java 1
1293 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IMissionTask.java 0.2053170771123585 0.7946829228876414 0.7495397925376892 0.2504602 1.0740377933778509 0.482151291163969 2.235926350629033 1.2653331222512114 RE-759.txt IMissionTask.java 1
1294 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/CommandIds.java 0.3019406718101134 0.6980593281898866 0.9373018890619278 0.06269811 1.2317302208629115 0.4480828330645377 1.584962500721156 1.1699250014423124 RE-759.txt CommandIds.java 1
1296 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/RouteTask.java 0.2347313939596405 0.7652686060403595 0.7407873570919037 0.25921264 1.0332574006009418 0.4918216452596921 2.235926350629033 1.2653331222512114 RE-759.txt RouteTask.java 1
1303 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskFactory.java 0.211404107585552 0.7885958924144479 0.7304024994373322 0.2695975 1.0562214999900887 0.4863289290598411 3.2516291673878226 1.3589504783379556 RE-759.txt TaskFactory.java 1
1304 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightZoneManager2.java 0.1915341207913451 0.8084658792086549 0.7086849808692932 0.29131502 1.075997718766069 0.4816960977174771 3.75 1.3846096858033592 RE-759.txt FlightZoneManager2.java 1
1315 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/EmergencyStopCommand.java 0.2483260317292385 0.7516739682707615 0.8834865465760231 0.11651345 1.2199990484362837 0.4504506435281479 1.0 1.0 RE-759.txt EmergencyStopCommand.java 1
1317 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/CoordinatedTakeoffPattern.java 0.1681354612849783 0.8318645387150216 0.6018310785293579 0.39816892 1.0012077448062144 0.4996982460193478 3.238901256602631 1.3579502728384498 RE-759.txt CoordinatedTakeoffPattern.java 1
1326 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/WriteDispatcher.java 0.2301822958054427 0.7698177041945573 0.8698872029781342 0.1301128 1.197235902927442 0.4551172674120564 3.321928094887362 1.3680278410054494 RE-759.txt WriteDispatcher.java 1
1330 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DelayTask.java 0.205838068036491 0.7941619319635089 0.7437287867069244 0.2562712 1.0660866215051488 0.4840068124885769 2.9219280948873623 1.3359016564230493 RE-759.txt DelayTask.java 1
1332 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SynchronizationPoint.java 0.2560192718198637 0.7439807281801363 0.856311559677124 0.14368844 1.1371423182445943 0.4679145564912026 2.807354922057604 1.3343545280186873 RE-759.txt SynchronizationPoint.java 1
1333 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/WaypointTask.java 0.2537587002766736 0.7462412997233264 0.8301465511322021 0.16985345 1.1293465491703052 0.4696276425223727 2.235926350629033 1.2653331222512114 RE-759.txt WaypointTask.java 1
1335 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-759.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/LandTask.java 0.2553234124991055 0.7446765875008945 0.82896488904953 0.17103511 1.128705186174665 0.4697691378283454 2.235926350629033 1.2653331222512114 RE-759.txt LandTask.java 1
