 Source Target COS_dist SCM_dist WMD_dist COS_sim SCM_sim WMD_sim MSI_I MSI_X SourceFile TargetFile Linked?
30 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GroundstationConnector.java 0.1741865127078882 0.8258134872921118 0.8142664134502411 0.18573359 1.125350886789981 0.4705105430898272 2.521640636343318 1.2998438251349491 RE-616.txt GroundstationConnector.java 1
38 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/WriteDispatcher.java 0.2133133322039357 0.7866866677960642 0.7861541360616684 0.21384586 1.1393101366763465 0.4674404065385349 1.5 1.1225562489182657 RE-616.txt WriteDispatcher.java 1
86 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ReadDispatcher.java 0.1562007741517781 0.8437992258482219 0.6872314512729645 0.31276855 1.058487192775864 0.4857936466689904 2.75 1.3226647836567111 RE-616.txt ReadDispatcher.java 1
122 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DispatchQueueManager.java 0.1604485879974897 0.8395514120025103 0.7612568140029907 0.23874319 1.1006831268621358 0.4760356225137748 2.94770277922009 1.3393100707180503 RE-616.txt DispatchQueueManager.java 1
144 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneFlightStateManager.java 0.2543060988069543 0.7456939011930457 0.9603958278894424 0.039604172 1.210550720828062 0.4523759579809165 1.9219280948873625 1.2148067842293933 RE-616.txt DroneFlightStateManager.java 1
164 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/AbstractDroneCommand.java 0.243030471411391 0.756969528588609 0.9012978374958038 0.09870216 1.1586007568999293 0.4632630637247382 1.584962500721156 1.1699250014423124 RE-616.txt AbstractDroneCommand.java 1
183 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.1784348145093536 0.8215651854906464 0.8503361940383911 0.1496638 1.1457402440952644 0.4660396349240505 2.2516291673878226 1.2667563532600834 RE-616.txt PhysicalDrone.java 1
238 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDroneFleetFactory.java 0.2460885325257815 0.7539114674742184 0.905377671122551 0.09462233 1.157842412332624 0.4634258712706465 2.5 1.2968140217166513 RE-574.txt PhysicalDroneFleetFactory.java 1
367 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.2384870362491523 0.7615129637508476 0.8696723729372025 0.13032763 1.1520547445935707 0.4646721941029695 2.5 1.2968140217166513 RE-574.txt PhysicalDrone.java 1
384 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightZoneManager2.java 0.2006313378624724 0.7993686621375276 0.7716751992702484 0.2283248 1.094181233696843 0.4775135904712063 2.8423709931771084 1.3250943850700083 RE-549.txt FlightZoneManager2.java 1
508 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PlanPoolManager.java 0.1724297520873081 0.8275702479126918 0.576951265335083 0.42304873 1.0188647859397475 0.4953278728543064 2.231270254607576 1.267005476836894 RE-549.txt PlanPoolManager.java 1
555 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java 0.1801066853451451 0.8198933146548548 0.8654651343822479 0.13453487 1.144567780824309 0.4662944248913547 2.94770277922009 1.3393100707180503 RE-80.txt VirtualDrone.java 1
651 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SoloDirector.java 0.1840403571809821 0.8159596428190179 0.8102255016565323 0.1897745 1.1137480629507588 0.4730932780153638 2.725480556997868 1.3192201298976016 RE-80.txt SoloDirector.java 1
