 Source Target COS_dist SCM_dist WMD_dist COS_sim SCM_sim WMD_sim MSI_I MSI_X SourceFile TargetFile
0 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FullMissionPlan.java 0.2008174699682061 0.7991825300317938 0.9542746096849442 0.04572539 1.200067457972879 0.4545315173751038 2.2516291673878226 1.2667563532600834 RE-616.txt FullMissionPlan.java
1 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/JSONMissionPlanReader.java 0.2442575993375976 0.7557424006624024 0.995509690605104 0.0044903094 1.2290368236969196 0.448624261999168 0.0 0.0 RE-616.txt JSONMissionPlanReader.java
2 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ServiceIds.java 0.2757103084161078 0.7242896915838922 0.9831992890685796 0.016800711 1.20645846409459 0.4532149670038522 -0.0 -0.0 RE-616.txt ServiceIds.java
3 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java 0.1876951952768474 0.8123048047231526 0.917323388159275 0.08267661 1.1919713323619947 0.456210346018729 1.5 1.1225562489182657 RE-616.txt VirtualDrone.java
4 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskList.java 0.2581313815382899 0.74186861846171 1.0 0.0 1.2258117767178776 0.4492742874577531 0.0 0.0 RE-616.txt TaskList.java
5 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IMissionTask.java 0.2385133276419453 0.7614866723580547 1.0 0.0 1.2241157988359057 0.449616877198299 0.0 0.0 RE-616.txt IMissionTask.java
6 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/CommandIds.java 0.2826362900180893 0.7173637099819107 0.9156761392951012 0.08432386 1.1706414859397087 0.4606933049411807 -0.0 -0.0 RE-616.txt CommandIds.java
7 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SendToSubscriberCallable.java 0.1540886890061946 0.8459113109938053 0.682278573513031 0.31772143 1.0261155826741857 0.493555258422198 1.9219280948873625 1.2148067842293933 RE-616.txt SendToSubscriberCallable.java
8 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/RouteTask.java 0.2828032770169336 0.7171967229830664 1.0 0.0 1.2351513395667613 0.4473969982694011 0.0 0.0 RE-616.txt RouteTask.java
9 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IDroneConnectorServiceInstance.java 0.2293849949142591 0.7706150050857409 0.9354707300662994 0.06452927 1.177416827532994 0.459259792316842 1.0 1.0 RE-616.txt IDroneConnectorServiceInstance.java
10 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneVoltageSimulator.java 0.2308994217600436 0.7691005782399564 0.9918793803080916 0.00812062 1.2130932471961993 0.4518562429608038 0.0 0.0 RE-616.txt DroneVoltageSimulator.java
11 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GoToCommand.java 0.214513994024427 0.7854860059755729 0.864948183298111 0.13505182 1.1333015887725064 0.4687569752270217 1.584962500721156 1.1699250014423124 RE-616.txt GoToCommand.java
12 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneFleetManager.java 0.2232910433756531 0.7767089566243469 0.8918299898505211 0.10817001 1.1378151368103413 0.4677672932431463 2.5216406363433186 1.2998438251349491 RE-616.txt DroneFleetManager.java
13 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SetMonitoringFrequencyCommand.java 0.2056432088518297 0.7943567911481703 0.8609657734632492 0.13903423 1.1093656357932604 0.4740761786535573 1.584962500721156 1.1699250014423124 RE-616.txt SetMonitoringFrequencyCommand.java
14 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/LlaCoordinate.java 0.256371242463777 0.7436287575362229 0.998788429191336 0.0012115708 1.2198549954267466 0.4504798746135034 0.0 0.0 RE-616.txt LlaCoordinate.java
