Source,Target,DistanceMetric.WMD,SimilarityMetric.WMD_sim,DistanceMetric.SCM,SimilarityMetric.SCM_sim,EntropyMetric.MSI_I,EntropyMetric.MSI_X,EntropyMetric.Entropy_src,EntropyMetric.Entropy_tgt,EntropyMetric.JI,EntropyMetric.MI,EntropyMetric.Loss,EntropyMetric.Noise,SourceFile,TargetFile,Linked?
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FullMissionPlan.java,1.200067457972879,0.4545315173751038,0.9542746096849442,0.04572539,2.251629167387823,1.2667563532600834,4.142664355548848,6.292146876756201,6.36672612537255,4.068085106932498,2.2240617698237015,0.0745792486163487,RE-616.txt,FullMissionPlan.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/JSONMissionPlanReader.java,1.2290368236969196,0.448624261999168,0.995509690605104,0.0044903094,,,4.142664355548848,5.679625469690368,5.938204678401819,3.884085146837398,1.795540322852971,0.2585792087114509,RE-616.txt,JSONMissionPlanReader.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ServiceIds.java,1.20645846409459,0.4532149670038522,0.9831992890685796,0.016800711,0.0,0.0,4.142664355548848,4.912021085266566,5.357454315482835,3.6972311253325785,1.214789959933987,0.4454332302162695,RE-616.txt,ServiceIds.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java,1.1919713323619947,0.456210346018729,0.917323388159275,0.08267661,1.5,1.1225562489182657,4.142664355548848,6.797728834649887,6.894000962336618,4.046392227862118,2.7513366067877696,0.0962721276867304,RE-616.txt,VirtualDrone.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskList.java,1.2258117767178776,0.4492742874577531,1.0,0.0,,,4.142664355548848,4.830277542259298,5.377892582883954,3.595049314924191,1.2352282273351056,0.547615040624656,RE-616.txt,TaskList.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IMissionTask.java,1.2241157988359057,0.449616877198299,1.0,0.0,,,4.142664355548848,4.854505835106487,5.47342025637371,3.523749934281626,1.3307559008248615,0.6189144212672231,RE-616.txt,IMissionTask.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/CommandIds.java,1.1706414859397087,0.4606933049411807,0.9156761392951012,0.08432386,0.0,0.0,4.142664355548848,4.845356606077788,5.283292274882577,3.7047286867440583,1.1406279193337283,0.4379356688047888,RE-616.txt,CommandIds.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SendToSubscriberCallable.java,1.0261155826741857,0.493555258422198,0.682278573513031,0.31772143,1.9219280948873625,1.2148067842293933,4.142664355548848,5.4718439001529156,5.7175018927958705,3.897006362905894,1.5748375372470225,0.2456579926429549,RE-616.txt,SendToSubscriberCallable.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/RouteTask.java,1.2351513395667613,0.4473969982694011,1.0,0.0,,,4.142664355548848,4.210764573772789,5.132944044980959,3.220484884340679,0.9902796894321106,0.92217947120817,RE-616.txt,RouteTask.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IDroneConnectorServiceInstance.java,1.177416827532994,0.459259792316842,0.9354707300662994,0.06452927,1.0,1.0,4.142664355548848,4.972777846634806,5.406337696277925,3.7091045059057297,1.2636733407290768,0.4335598496431192,RE-616.txt,IDroneConnectorServiceInstance.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneVoltageSimulator.java,1.2130932471961993,0.4518562429608038,0.9918793803080916,0.00812062,,,4.142664355548848,5.25032632423841,5.555595749001374,3.837394930785883,1.412931393452526,0.3052694247629643,RE-616.txt,DroneVoltageSimulator.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GoToCommand.java,1.1333015887725064,0.4687569752270217,0.864948183298111,0.13505182,1.584962500721156,1.1699250014423124,4.142664355548848,5.549491068986443,5.891565412858598,3.800590011676692,1.74890105730975,0.3420743438721549,RE-616.txt,GoToCommand.java,0
