 Source Target DistanceMetric.WMD SimilarityMetric.WMD_sim DistanceMetric.SCM SimilarityMetric.SCM_sim EntropyMetric.MSI_I EntropyMetric.MSI_X EntropyMetric.Entropy_src EntropyMetric.Entropy_tgt EntropyMetric.JI EntropyMetric.MI EntropyMetric.Loss EntropyMetric.Noise Linked?
0 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us903.c 0.9865860618588572 0.5033761281221795 0.6117059290409088 0.3882940709590912 4.46465555629642 1.3907398906603277 6.02467450485519 8.626714101844048 8.716142471479309 5.935246135219929 2.691467966624119 0.08942836963526091 0
1 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us3496.c 0.9906431804033514 0.5023502000983302 0.6421867907047272 0.3578132092952728 4.228281726968122 1.3850615561385637 6.02467450485519 7.2878904389256105 7.522528012707157 5.790036931073642 1.4978535078519677 0.23463757378154693 0
2 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us899.c 0.9801317292063355 0.5050169063251232 0.5993687212467194 0.40063127875328064 4.634285877961033 1.3989382232560799 6.02467450485519 8.158196888137685 8.26974929280697 5.913122100185904 2.245074787951781 0.11155240466928618 0
3 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us4020.c 1.043117230818906 0.4894481750316344 0.7737070322036743 0.22629296779632568 4.011289308993957 1.36894296640168 6.02467450485519 6.985394788721832 7.273150842673736 5.736918450903286 1.2484763378185466 0.2877560539519042 0
4 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us897.c 1.0079522458008103 0.49801981202056955 0.6857037544250488 0.31429624557495117 4.105222782072911 1.3819098758207333 6.02467450485519 6.792406615896576 7.049971001676247 5.767110119075519 1.0252964968210572 0.2575643857796708 0
5 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us1060.c 1.004037003338654 0.49899278223607435 0.748452752828598 0.251547247171402 4.42759136666575 1.390383798616101 6.02467450485519 7.587625711074753 7.811992786304709 5.800307429625232 1.7873182814495197 0.22436707522995647 0
6 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us900.c 1.124782391234626 0.47063643040591097 0.9021734669804573 0.0978265330195427 3.727757375106921 1.3437088691066412 6.02467450485519 7.127980212598745 7.403072733067833 5.749581984386102 1.3783982282126432 0.27509252046908816 0
7 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us896.c 1.0314743164589006 0.4922533314342452 0.7568614631891251 0.24313853681087494 3.625681095056117 1.349787944567572 6.02467450485519 7.373064697852536 7.7114686567342545 5.686270545973471 1.6867941518790648 0.3384039588817185 0
8 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us894.c 0.9877384259341033 0.5030843027195931 0.6550888121128082 0.3449111878871918 4.437473103354461 1.3943066470177101 6.02467450485519 7.749661971001125 7.905984026909271 5.868352448947045 1.8813095220540816 0.15632205590814596 0
9 test_data/LibEST_semeru_format/requirements/RQ17.txt test_data/LibEST_semeru_format/test/us1005.c 1.0006625992320581 0.4998344050535277 0.6568160951137543 0.3431839048862457 4.322624549738398 1.3942206827320498 6.02467450485519 7.278774046648788 7.54849428620066 5.754954265303318 1.5238197813454706 0.2697202395518721 0
