 Source Target COS_dist SCM_dist WMD_dist COS_sim SCM_sim WMD_sim MSI_I MSI_X SourceFile TargetFile Linked?
30 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GroundstationConnector.java 0.1152622005110303 0.8847377994889697 0.6770487725734711 0.32295123 1.0752486195137094 0.481869974805394 3.773557262275185 1.3866235995561975 RE-616.txt GroundstationConnector.java 1
38 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/WriteDispatcher.java 0.1303673649972901 0.8696326350027098 0.6801372170448303 0.31986278 1.102133796763784 0.4757071131911256 3.4182958340544896 1.369895090630202 RE-616.txt WriteDispatcher.java 1
86 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ReadDispatcher.java 0.1088183491872872 0.8911816508127127 0.5741812288761139 0.42581877 1.0069267429959468 0.4982742910223005 3.875 1.390625375837791 RE-616.txt ReadDispatcher.java 1
122 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DispatchQueueManager.java 0.1092664646712381 0.8907335353287619 0.6317650973796844 0.3682349 1.0530045882205648 0.4870909718067152 3.9698157824268097 1.3940979755711045 RE-616.txt DispatchQueueManager.java 1
144 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneFlightStateManager.java 0.1762155731347159 0.8237844268652841 0.8464382886886597 0.15356171 1.1650287849323533 0.4618876233699799 3.4182958340544896 1.369895090630202 RE-616.txt DroneFlightStateManager.java 1
164 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/AbstractDroneCommand.java 0.1511981209960069 0.8488018790039931 0.7502876669168472 0.24971233 1.0798714938967064 0.4807989353834874 3.169925001442312 1.3594000115384994 RE-616.txt AbstractDroneCommand.java 1
183 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.1275466597499829 0.8724533402500171 0.7549209445714951 0.24507906 1.1343949609272863 0.4685168482432842 3.2776134368191157 1.3618978811135465 RE-616.txt PhysicalDrone.java 1
238 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDroneFleetFactory.java 0.1840635081694428 0.8159364918305572 0.808715745806694 0.19128425 1.13557889000477 0.4682571103696227 2.9139770731827523 1.3356231683419402 RE-574.txt PhysicalDroneFleetFactory.java 1
367 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.1589022989267748 0.8410977010732251 0.7430856227874756 0.25691438 1.1245459386504009 0.4706888101630042 2.9139770731827523 1.3356231683419402 RE-574.txt PhysicalDrone.java 1
384 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightZoneManager2.java 0.1322534781650354 0.8677465218349646 0.6954693794250488 0.30453062 1.0570283325718897 0.4861381752334476 3.5585186130489057 1.3730602943991017 RE-549.txt FlightZoneManager2.java 1
