 Source Target DistanceMetric.WMD SimilarityMetric.WMD_sim DistanceMetric.SCM SimilarityMetric.SCM_sim EntropyMetric.MSI_I EntropyMetric.MSI_X EntropyMetric.Entropy_src EntropyMetric.Entropy_tgt EntropyMetric.JI EntropyMetric.MI EntropyMetric.Loss EntropyMetric.Noise Linked?
0 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ManagerClassroom.java 1.2343469181040014 0.4475580725165855 0.9510161504149437 0.048983849585056305 3.1329145639793974 1.3189746202893053 5.552130483318939 6.427871551454757 6.615668344140583 5.364333690633113 1.0635378608216444 0.18779679268582594 0.0
1 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ServletUpdateUser.java 1.252799835807581 0.44389207780704637 0.9661094956099987 0.0338905043900013 1.7924812503605778 1.1575860145844845 5.552130483318939 5.929063288037273 6.410690565723875 5.070503205632337 0.858560082404936 0.4816272776866013 0.0
2 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ServletComputateStatistics.java 1.2013941949580134 0.4542575801691313 0.9405523240566254 0.059447675943374634 1.9219280948873623 1.2148067842293933 5.552130483318939 6.147980083632936 6.574041747821271 5.126068819130603 1.0219112645023323 0.42606166418833524 1.0
3 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ServletProva.java 1.2856171285554931 0.4375185972779258 0.9884841991588473 0.011515800841152668 0.0 0.0 5.552130483318939 4.133660689688186 5.987210313593385 3.69858085941374 0.4350798302744465 1.8535496239051996 0.0
4 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ServletInitialize.java 1.2385689255287302 0.44671396471020386 0.9593046009540558 0.040695399045944214 2.0 1.2451124978365313 5.552130483318939 5.436820561028305 6.30362818059577 4.685322863751472 0.7514976972768315 0.8668076195674654 0.0
5 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ServletShowClassroomList.java 1.2512095749399474 0.444205644437469 0.9690002780407667 0.030999721959233284 1.584962500721156 1.1699250014423124 5.552130483318939 5.805586948053286 6.3807433834760205 4.976974047896204 0.8286129001570819 0.575156435422735 0.0
6 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ManagerTeaching.java 1.239088131483568 0.44661037943934045 0.9614769406616688 0.03852305933833122 2.9780948881692604 1.3032820102692515 5.552130483318939 6.253112228386858 6.435426244228374 5.369816467477422 0.8832957609094354 0.1823140158415164 0.0
7 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ServletAddRemoveTeachingsAsAddress.java 1.261100000089313 0.44226261552363905 0.9693642370402813 0.030635762959718704 1.584962500721156 1.1699250014423124 5.552130483318939 6.139133137289482 6.600270011242844 5.090993609365577 1.0481395279239054 0.4611368739533619 0.0
8 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/MailUtility.java 1.209090653089015 0.45267494957786375 0.9522809088230133 0.047719091176986694 1.584962500721156 1.1699250014423124 5.552130483318939 5.277358419483952 6.319020699485331 4.510468203317559 0.7668902161663924 1.041662280001379 0.0
9 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/use_cases/SMOS37.txt ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/SMOS_semeru_format/source_code/ManagerVotes.java 1.2472322022330646 0.4449918433023096 0.959551215171814 0.040448784828186035 2.8073904508767225 1.2837946628801988 5.552130483318939 6.316720865048803 6.516627268410915 5.352224079956826 0.9644967850919768 0.19990640336211207 0.0
