Source,Target,DistanceMetric.EUC,SimilarityMetric.EUC_sim,DistanceMetric.COS,SimilarityMetric.COS_sim,DistanceMetric.MAN,SimilarityMetric.MAN_sim,Linked?
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FullMissionPlan.java,23.332077026367188,0.04109801226242877,0.9688287056126302,0.031171294387369763,414.2951,0.002407926286651103,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/JSONMissionPlanReader.java,19.919677734375,0.047801883599612544,0.8573853858066294,0.14261461419337063,350.02527,0.002848797763526834,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ServiceIds.java,18.415573120117188,0.05150504668666532,1.0452477620786012,-0.04524776207860115,325.46204,0.003063143304029312,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java,24.817890167236328,0.03873283190541378,0.9813068427369022,0.018693157263097837,448.01056,0.0022271191172974322,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskList.java,14.001924514770508,0.06665811436495536,1.088918548835153,-0.08891854883515293,251.66753,0.003957770176725768,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IMissionTask.java,12.15709114074707,0.07600464185453831,0.9804185493186439,0.019581450681356083,217.49934,0.004576672782072482,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/CommandIds.java,16.05038070678711,0.058649716812595155,0.5957123238355255,0.4042876761644745,281.77643,0.0035363626532994,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SendToSubscriberCallable.java,13.189924240112305,0.07047253974571506,0.5998405884532965,0.40015941154670354,233.60527,0.004262478836710625,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/RouteTask.java,11.004358291625977,0.08330307840757985,0.9157597110011608,0.08424028899883917,198.4424,0.005013979021865542,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IDroneConnectorServiceInstance.java,13.614389419555664,0.06842571189884196,0.8647156687769763,0.13528433122302375,243.40945,0.004091494752840279,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneVoltageSimulator.java,23.187114715576172,0.04134432782741191,0.993677558865208,0.006322441134791967,405.67194,0.0024589845312403148,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GoToCommand.java,14.000896453857422,0.06666268266539857,0.7809943670975259,0.2190056329024741,248.87805,0.004001952124107414,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneFleetManager.java,25.134273529052734,0.03826392950576293,0.9280366287354587,0.07196337126454133,445.1921,0.0022411871069090983,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SetMonitoringFrequencyCommand.java,13.791844367980957,0.06760482162485712,0.8979239535564756,0.10207604644352442,246.13293,0.0040464052342464585,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/LlaCoordinate.java,29.76894187927246,0.03250030514288343,1.214151375552297,-0.21415137555229702,530.97656,0.001879782062767098,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskFactory.java,30.387983322143555,0.031859326218467855,1.0831932554565702,-0.08319325545657019,532.1367,0.0018756914780595386,0
