 Source Target COS_dist SCM_dist WMD_dist COS_sim SCM_sim WMD_sim MSI_I MSI_X SourceFile TargetFile Linked?
30 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/GroundstationConnector.java 0.5193999925519619 0.4806000074480381 0.840388685464859 0.15961131 1.1972352731521043 0.4551173978585472 2.2516291673878226 1.2667563532600834 RE-616.txt GroundstationConnector.java 1
38 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/WriteDispatcher.java 0.4369767674224549 0.563023232577545 0.7786780297756195 0.22132197 1.18803952963288 0.4570301342626039 1.5 1.1225562489182657 RE-616.txt WriteDispatcher.java 1
86 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ReadDispatcher.java 0.4834954998489855 0.5165045001510145 0.7319537699222565 0.26804623 1.130795883446869 0.4693082090915044 2.2516291673878226 1.2667563532600834 RE-616.txt ReadDispatcher.java 1
122 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DispatchQueueManager.java 0.4622323451162636 0.5377676548837363 0.7815952301025391 0.21840477 1.1543969354706796 0.4641670174774575 2.5216406363433186 1.2998438251349491 RE-616.txt DispatchQueueManager.java 1
144 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DroneFlightStateManager.java 0.6298739950396508 0.3701260049603492 0.9684746190905572 0.03152538 1.290984244771763 0.4364936172224196 1.5 1.1225562489182657 RE-616.txt DroneFlightStateManager.java 1
164 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/AbstractDroneCommand.java 0.6328012600435275 0.3671987399564724 0.9055256694555284 0.09447433 1.2235528876376942 0.4497307015091516 1.584962500721156 1.1699250014423124 RE-616.txt AbstractDroneCommand.java 1
183 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.4608848770832 0.5391151229168 0.8207138776779175 0.17928612 1.168307325203496 0.461189236588568 1.9219280948873625 1.2148067842293933 RE-616.txt PhysicalDrone.java 1
238 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDroneFleetFactory.java 0.5805637800992121 0.4194362199007879 0.9405386820435524 0.059461318 1.2594530255318526 0.44258499234106 1.584962500721156 1.1699250014423124 RE-574.txt PhysicalDroneFleetFactory.java 1
367 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-574.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.5902179147222457 0.4097820852777543 0.923766128718853 0.07623387 1.2732977981479012 0.4398895739989363 1.5 1.1225562489182657 RE-574.txt PhysicalDrone.java 1
384 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightZoneManager2.java 0.4155467648212477 0.5844532351787523 0.7556331157684326 0.24436688 1.1167409859461324 0.4724243573679488 2.25 1.2709632597765914 RE-549.txt FlightZoneManager2.java 1
508 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-549.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PlanPoolManager.java 0.376721742019877 0.6232782579801229 0.6028121113777161 0.3971879 1.066313885659096 0.4839535788537897 1.9502120649147463 1.2308224193674735 RE-549.txt PlanPoolManager.java 1
555 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java 0.4929703647523271 0.5070296352476729 0.9012169688940048 0.09878303 1.233551597551643 0.4477174384939985 2.251629167387823 1.2667563532600834 RE-80.txt VirtualDrone.java 1
651 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SoloDirector.java 0.4626234023002555 0.5373765976997444 0.8059256672859192 0.19407433 1.1346427622795714 0.4684624601692633 2.235926350629033 1.2653331222512114 RE-80.txt SoloDirector.java 1
679 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ManagedDrone.java 0.390410878339535 0.609589121660465 0.8059820830821991 0.19401792 1.1852879827698932 0.457605591521389 2.9219280948873623 1.3359016564230497 RE-80.txt ManagedDrone.java 1
735 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-80.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/PhysicalDrone.java 0.4533438550561174 0.5466561449438826 0.8695295751094818 0.13047042 1.1974879295905083 0.4550650706811142 2.521640636343318 1.2998438251349491 RE-80.txt PhysicalDrone.java 1
776 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-589.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/DronologyConstants.java 0.7916516622612434 0.2083483377387566 0.9990631155087611 0.0009368845 1.3279103027179011 0.4295698158268691 0.0 0.0 RE-589.txt DronologyConstants.java 1
923 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-576.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java 0.5733534521840884 0.4266465478159116 0.8017956167459488 0.19820438 1.1618122404434956 0.4625748625582997 2.584962500721156 1.315172029168969 RE-576.txt VirtualDrone.java 1
983 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-576.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDroneFleetFactory.java 0.5291999480742517 0.4708000519257482 0.8766164779663086 0.12338352 1.174186016513144 0.4599422461578298 2.321928094887362 1.2877123795494492 RE-576.txt VirtualDroneFleetFactory.java 1
1182 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-628.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/AbstractFileTransmitServerService.java 0.6595365758268321 0.3404634241731679 0.9866327652707696 0.013367235 1.2858125859430087 0.4374811855309876 -0.0 -0.0 RE-628.txt AbstractFileTransmitServerService.java 1
1201 /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-628.txt /Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FlightRouteplanningService.java 0.4749808195543425 0.5250191804456574 0.7529305219650269 0.24706948 1.0234938986440911 0.4941947196727813 1.5 1.1225562489182657 RE-628.txt FlightRouteplanningService.java 1
