Source,Target,DistanceMetric.WMD,SimilarityMetric.WMD_sim,DistanceMetric.SCM,SimilarityMetric.SCM_sim,EntropyMetric.MSI_I,EntropyMetric.MSI_X,EntropyMetric.Entropy_src,EntropyMetric.Entropy_tgt,EntropyMetric.JI,EntropyMetric.MI,EntropyMetric.Loss,EntropyMetric.Noise,SourceFile,TargetFile,Linked?
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/FullMissionPlan.java,1.262546766100725,0.4419798145093817,0.9529327303171158,0.04706727,1.9219280948873625,1.2148067842293933,3.773557262275185,6.141791025669974,6.213402833428297,3.7019454545168617,2.4398455711531124,0.0716118077583232,RE-616.txt,FullMissionPlan.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/JSONMissionPlanReader.java,1.3057043805101034,0.4337069437230997,1.0,0.0,,,3.773557262275185,5.4464584061573325,5.689563070805406,3.530452597627111,1.9160058085302207,0.2431046646480732,RE-616.txt,JSONMissionPlanReader.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/ServiceIds.java,1.3440476321526094,0.4266124912665149,1.0,0.0,,,3.773557262275185,4.074089557775367,4.642173381086833,3.205473438963719,0.8686161188116479,0.5680838233114658,RE-616.txt,ServiceIds.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/VirtualDrone.java,1.2591318206746052,0.4426479193681524,0.9009363353252412,0.099063665,1.5,1.1225562489182657,3.773557262275185,6.500585530999952,6.5899669198406965,3.684175873434439,2.8164096575655115,0.0893813888407448,RE-616.txt,VirtualDrone.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/TaskList.java,1.3149085081083831,0.4319825152904835,1.0,0.0,,,3.773557262275185,4.403574002973789,4.958147267231099,3.218983998017875,1.184590004955914,0.5545732642573098,RE-616.txt,TaskList.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IMissionTask.java,1.2999030596032697,0.4348009346848292,1.0,0.0,,,3.773557262275185,4.427049830532039,5.074954812926958,3.125652279880267,1.3013975506517728,0.6479049823949188,RE-616.txt,IMissionTask.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/CommandIds.java,1.2170857594792488,0.4510425434489647,0.9004314318299294,0.09956857,0.0,0.0,3.773557262275185,4.409955788055088,4.831585696139027,3.351927354191246,1.058028433863842,0.4216299080839389,RE-616.txt,CommandIds.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/SendToSubscriberCallable.java,1.079416300452379,0.4809041844013866,0.7182068526744843,0.28179315,1.5,1.1225562489182657,3.773557262275185,5.179238737529481,5.431908962105577,3.5208870376990884,1.6583516998303924,0.2526702245760965,RE-616.txt,SendToSubscriberCallable.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/RouteTask.java,1.3039343950571256,0.4340401367961717,1.0,0.0,,,3.773557262275185,3.884155094595804,4.784941827437643,2.872770529433347,1.0113845651624578,0.9007867328418384,RE-616.txt,RouteTask.java,0
/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/req/RE-616.txt,/Users/loganfecko/Desktop/Summer_Research/traceXplainer/dvc-data/systems/dronology/corpus/src/IDroneConnectorServiceInstance.java,1.248540213467522,0.4447329845428375,0.9607689082622528,0.03923109,0.0,0.0,3.773557262275185,4.603315081091112,5.074296576846923,3.302575766519375,1.3007393145717376,0.4709814957558107,RE-616.txt,IDroneConnectorServiceInstance.java,0
