 Source Target DistanceMetric.EUC SimilarityMetric.EUC_sim DistanceMetric.COS SimilarityMetric.COS_sim DistanceMetric.MAN SimilarityMetric.MAN_sim SimilarityMetric.Pearson Linked?
0 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IGestioneAdvertisementAgenzia.java 49.46327590942383 0.019816390869964385 0.9511555507779121 0.04884444922208786 892.8323974609375 0.0011187779754243045 0.048840487628125845 0.0
1 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/DBTag.java 53.80677032470703 0.01824592097062865 1.013133091852069 -0.013133091852068901 960.8416748046875 0.001039672147916715 0.012843538762858731 0.0
2 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IGestioneTuristiAgenzia.java 49.64071273803711 0.0197469574564041 0.8603047430515289 0.13969525694847107 892.2977905273438 0.0011194475242233236 0.14084752574277287 0.0
3 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/ControlloBeniCulturali.java 57.901466369628906 0.0169775060220848 1.0262422524392605 -0.026242252439260483 1058.53369140625 0.0009438114220537576 0.025021292253144384 0.0
4 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IRicerca.java 55.00843048095703 0.01785445497066735 0.9260948449373245 0.07390515506267548 990.7247314453125 0.0010083443200439575 0.07464351770203158 0.0
5 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/DBOperatorePuntoDiRistoro.java 72.42391967773438 0.013619539850080322 0.9937575324438512 0.0062424675561487675 1300.059326171875 0.0007686044593695154 0.006633843414284601 0.0
6 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/DBVisitaBC.java 74.05411529541016 0.01332371977291369 0.9015568941831589 0.09844310581684113 1340.461181640625 0.0007454557863366472 0.09944655901944013 0.0
7 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IGestioneBeniCulturaliComune.java 51.248477935791016 0.019139313517016053 0.8626962751150131 0.13730372488498688 906.2335205078125 0.0011022520413931163 0.13898050771323428 0.0
8 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/GestioneTuristaComune.java 56.7309684753418 0.017321725694366664 0.9620045870542526 0.037995412945747375 1015.5748291015625 0.0009836954165821604 0.03782575724016919 0.0
9 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IDBVisitaPR.java 51.46748352050781 0.01905942372115356 0.8329598754644394 0.1670401245355606 921.2073364257812 0.001084354852213301 0.1679428767552745 1.0
10 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IAutenticazione.java 38.61886978149414 0.025240497912110988 0.8878822326660156 0.11211776733398438 684.96875 0.0014577923557013348 0.1124445872621026 0.0
11 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/Categoria.java 53.24982452392578 0.018433239347326744 1.0186255928128958 -0.018625592812895775 961.4757690429688 0.0010389871954847687 0.01736998151392737 0.0
12 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/GestionePuntiDiRistoroAgenzia.java 96.50151824951172 0.010256250548231928 0.9660104215145111 0.03398957848548889 1716.51416015625 0.0005822368299478972 0.03566124940257439 0.0
13 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IDBVisitaBC.java 51.66109848022461 0.01898934942224044 0.7853440642356873 0.21465593576431274 925.4583740234375 0.0010793793094633975 0.21614279798069636 1.0
14 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/DBConvenzione.java 60.69397735595703 0.016209037621780796 0.9661050327122211 0.033894967287778854 1105.7808837890625 0.0009035212069949218 0.034657236314772764 0.0
15 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/RicercaStandard.java 43.88755798339844 0.022277888237311725 0.977664802223444 0.022335197776556015 799.835205078125 0.0012486963530810881 0.024986830900691964 0.0
16 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/ControlloDatiAdvertisement.java 58.13880920410156 0.01690936989530464 1.0128087848424911 -0.01280878484249115 1038.0732421875 0.0009623960654542105 0.014106921224746063 0.0
17 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/Tag.java 93.14091491699219 0.010622373926169508 0.9822306949645281 0.017769305035471916 1653.7005615234375 0.000604338950051076 0.017471917442135748 0.0
18 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IGestioneBeniCulturaliAgenzia.java 49.231529235839844 0.01990781517530442 0.9430815018713474 0.05691849812865257 876.342041015625 0.0011398063164081186 0.058732584177328656 0.0
19 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/IGestioneAdvertisement.java 47.58958435058594 0.020580542380950438 0.9467640556395054 0.053235944360494614 853.476806640625 0.0011703067798077508 0.05289339937035382 0.0
20 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/Autenticazione.java 48.222835540771484 0.020315773949505525 0.9609278813004494 0.03907211869955063 852.0325927734375 0.0011722881499155056 0.04047308379657185 0.0
21 ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/use_cases/UC50.TXT ../dvc-ds4se/se-benchmarking/traceability/datasets/formatted/semeru_format/eTOUR_semeru_format/source_code/BeanVisitaPR.java 49.403961181640625 0.019839710541723152 0.9524994380772114 0.04750056192278862 884.243896484375 0.0011296321883396917 0.0462871067621315 0.0
